9.13981e-06	3.36199e-06	1.31729e-06	4.09511e-06	1.4138e-06	5.63583e-06
1.00872e-05	3.68302e-06	1.54331e-06	4.79463e-06	1.70295e-06	3.27226e-06
1.0369e-05	3.94046e-06	1.58031e-06	5.01817e-06	1.77189e-06	3.68612e-06
1.05326e-05	3.89398e-06	1.6281e-06	5.10899e-06	1.89159e-06	3.69504e-06
1.06832e-05	4.37027e-06	1.63464e-06	5.10962e-06	1.90533e-06	3.80164e-06
1.057e-05	3.99372e-06	1.59641e-06	5.08116e-06	1.90077e-06	3.72409e-06
1.07517e-05	3.85242e-06	1.63454e-06	5.07337e-06	1.89026e-06	3.783e-06
1.0578e-05	3.94999e-06	1.62376e-06	5.06231e-06	1.88876e-06	3.76967e-06
1.03665e-05	4.12664e-06	1.62785e-06	5.06695e-06	1.88262e-06	3.76182e-06
1.04617e-05	3.90998e-06	1.62181e-06	5.05419e-06	1.88521e-06	3.68777e-06
