0.00026673	0.000134776	8.12791e-05	0.000174955	7.89936e-05	0.000165998
0.000261164	0.000135249	8.16666e-05	0.000176223	7.83221e-05	0.000168021
0.000265518	0.000134859	8.11127e-05	0.000175649	7.79457e-05	0.000163699
0.000263299	0.000134883	8.03272e-05	0.000179963	7.60621e-05	0.000176664
0.000260946	0.00013451	8.16749e-05	0.000178122	7.90119e-05	0.000163998
0.000261999	0.000133577	0.000101102	0.00019779	7.8631e-05	0.000164236
0.000263213	0.000134962	8.56627e-05	0.000175977	7.88248e-05	0.000168425
0.000263082	0.000134881	8.17757e-05	0.00017607	9.46633e-05	0.000164549
0.00032122	0.000169467	8.98065e-05	0.000205879	8.31404e-05	0.000176326
0.000295968	0.000174384	0.000107371	0.000230157	0.00010422	0.000220112
